Nombre,Comentarios
Taqueria Fernando,¡Deberían instruir a sus clientes de no estacionarse en la calle! Bloquean un carril completo que genera un atasque muy considerable.
Taqueria Fernando,"Excelente atención, calidad precio y gran sabor👌❤"
Taqueria Fernando,"¡¡ Cómo es posible que habiendo sólo dos entradas a las Américas, estas personas se adueñen de todo un carril de una de estas… qué asco dan !! 👎👎"
Taqueria Fernando,Nos encantan las tortas de ahí y son a buen precio pero lamentablemente nos enfermamos muy feo del estómago por sus cebollas y chiles que tienen afuera toda la mañana. Por el calor se echaron a perder. Fuera de eso es una buena opción si andas de prisa solo cuidado con la verdura
Taqueria Fernando,"No tienen estacionamiento, y ellos y clientes se estacionan obstruyendo un carril. Eso esta prohibido y es un riesgo para peatones y autos. Ojalá lleguen a multarlos."
Los Benes Temozón Norte,"Me gustó el lugar, el servicio es muy bueno, el restaurante está super limpio y ordenado.

En cuanto a la comida está rica pero nada fuera de lo normal. Si quieres salsa te ponen una botella de habanero. Su menú es amplio.

El café me gustó mucho, tiene buen sabor.

Estacionamiento super bien, hay suficiente lugar."
Los Benes Temozón Norte,"Muy rico todo, yo ordené unos chilaquiles con huevo estrellado y una limonada, los hot cakes estaban muy buenos y esponjositos, los benes se veían súper. El pan de elote sabía excelente, súuuper suavecito. El personal muy amable, muy limpio y lindo el restaurante. Volvería a venir."
Los Benes Temozón Norte,"El servicio es muy bueno y rápido, el sitio está limpio y bonito. Creo que podrían mejorar la cantidad de proteína que los benedictinos tienen, pues le ponen muy poca. La panadería es buenísima, tanto los croissants y los roles de canela son estupendos.

Este es un buen sitio para desayunos estilo cafetería.

4/5."
Los Benes Temozón Norte,Es un lugar para desayunar . Está lindo la comida está rica y si te levantas tarde están hasta la 1:15. Me gusto y lo recomiendo ❤️🫶
Los Benes Temozón Norte,"Los mejores huevos benedictinos que he probado.
Los jugos son muy buenos.
Pide un pan dulce con café!"
"Cocina "" El Buen Comer """,Muy rica la comida y desayunos con precios accesibles
"Cocina "" El Buen Comer ""","Un lugar para desayunar económico, limpio y con buena atención!"
"Cocina "" El Buen Comer ""","Un lugar local, comida casera de muy buena calidad, el precio un poco alto pero de ahí todo bien."
"Cocina "" El Buen Comer ""","La comida rica, a buen precio, el pero es que no tienen servicio de sanitario. El lugar sencillo pero lindo y se siente uno relajado. Te atienden bien."
"Cocina "" El Buen Comer ""","Super bien, muy buenos precios y platillos muy variados, un excelente lugar para comer y muy rico"
Chillout Restaurante-Bar,"Había poca gente para ser un sábado por la noche y, además, el cóctel que pedí se sentía muy aguado. No sentí casi el alcohol. La vista es muy bonita y la música estaba bastante bien. El lugar también muy bien decorado."
Chillout Restaurante-Bar,"El lugar está fancy, elegante, limpio, tiene una vista bonita pero no es al aire libre.
El personal es muy amable, nos invitaron a pasar y conocer el lugar sin compromiso.
El mesero nos recomendó una bebida tipo caldero, estaba bueno pero nos lo recomendó para tres personas y estaba muy muy pequeño.
La comida no soy fan de la comida de aquí."
Chillout Restaurante-Bar,"El lugar está dividido en dos partes , una espectacular con una vista a la ciudad , y otra encerrada junto a la barra y los baños . Cuando hablas para hacer reservación no te indican en qué área te van a ubicar, dando a entender que es el área de vista espectacular ,"
Chillout Restaurante-Bar,"Encantada con el servicio , deliciosos los platillos , excelente el tiempo de espera de cocina 👌 , muy relajante el ambiente , el único pero es que está muy reducido el espacio 😅"
Chillout Restaurante-Bar,"Me encanto el lugar, el. Día que fui hubo dj (viernes) buena musica, buenos drinks, costo accesible esta muy linda la decoración, crei que era al aire libre pero me fui con buen sabor de boca, regresare 💃🍹"
Habaneros - Cocina Yucateca y Mariscos,"Si vienes de visitaa Mérida, es un restaurante que debes visitar,  excelente servicio, amables, con gusto te explican y ayudan a elegir. La comida esta muy rica. Lo mejor es su salsa de habanero que también tienen para venta. Sin duda regresó pronto"
Habaneros - Cocina Yucateca y Mariscos,Ordenamos la Bomba Yucateca para probar varios platillos y alcanzo perfecto para cuatro personas. Incluye cuatro sopas de lima y un agua natural que también está buenísima. Las salsas y las tortillas son preparadas al momento.
Habaneros - Cocina Yucateca y Mariscos,"La comida es deliciosa, excelente sabor yucateco! La sopa d lima es exquisita! La torta d cochinita/lechón es abundante y con mucho sabor! Muy recomendable al visitar Merida"
Habaneros - Cocina Yucateca y Mariscos,"Excelente opcion para comer, el servicio muy bueno.
Desde que llegas, puedes ver como preparan las tortillas y las salsas, que te dan a elegir a tu preferencia.
La comida muy rica.
Definitivamente vale la pena probar otros platillos."
Habaneros - Cocina Yucateca y Mariscos,"La calidad de los alimentos 5 estrellas, saben a lo que deben de saber. Pedí una sopa de lima, extraordinaria, y los panuchos deliciosos. Su salsa de molcajete sin picante si así lo solicitas y la salsa de habanero tiene un sabor único y de un picor agradable. Ambiente familiar; los meseros muy atentos, no importa si no es tu mesero, te atienden enseguida. Los platillos recién preparados, el lugar muy limpio, la música moderada de volumen te deja platicar."
Restaurante Las Jirafas,"Muy rico, económico y excelente servicio. La ubicación esta increíble, cerquisima de las avenidas principales y sobre paseo Montejo.
Recomiendo muchísimo los taquitos. Las porciones son muy buenas. Si pides los mega nachos, estos son para compartir con una o dos personas mas, depende que tanto consuma cada quién."
Restaurante Las Jirafas,"Hay un pero…
De la comida no tengo quejas, es muy rica.
La atención y limpieza…terrible.
Al momento de llegar al lugar nos acercamos a 1 mesero para saber cómo poder conseguir mesa y nos dijo que era “gana lugar”, nunca se acercó nadie a preguntar cuántas personas éramos o mínimo decir que nos atenderían a la brevedad.
Las mesas las arman de acuerdo a la cantidad de personas que lleguen juntas (lo cual está bien), pero si desarman alguna mesa y hay sillas que sobran, las dejan a medio camino…ocasionando accidentes.
Mi acompañante terminó con la espalda llena de cerveza porque el mesero se tropezó (los accidentes siempre pasan, pero se puede minimizar la probabilidad si tienes control del lugar, lo cual no existe ahí)
Nuestra mesa Ninfa la limpiaron, ni cuando dejaron de usarla ni antes de que nos sentáramos.

En resumen: comida de 1000%, experiencia en el lugar 0 😵‍💫"
Restaurante Las Jirafas,"Los tacos tienen buen sabor. Se descarta la carne al pastor. Ponen diferentes tipos de salsas a la masa para diferentes gustos.
Hay buen ambiente en el restaurante con música y videos, pasas un buen rato.
La atención en el restaurante es muy amable
El servicio es rápido,  dan buenas recomendaciones si estás indeciso en que pedir."
Restaurante Las Jirafas,"Muy buen lugar para comer tacos y pozole 😋 y a un buen precio, no tiene estacionamiento."
Restaurante Las Jirafas,"Llegué al restaurante por recomendaciones de tacos los cuales admito estaban ricos, mi compañero pidió tacos de alambre los cuales recomiendo efusivamente.
Por otro lado el servicio no fue tan bueno una vez se me acabaron los complementos como salsas, cilantro y cebolla... Olvidaron darme más cuando lo pedí.
El dato que me parece importante mencionar fue que encontré cucarachas muertas en el baño."
Restaurante Emplumado,"El lugar es muy lindo, tiene una vista privilegiada al monumento a la bandera, además el ambiente del restaurante es agradable, incluso nos tocó música de un dj. La comida es rica, sin embargo, no está al nivel de los precios que cobran. Pedimos de entrada unas esferas negras, rellenas de quesos y empanizadas con recado negro y estaban bastante llenadoras, pero el sabor no me conquistó, de plato fuerte pedimos un risotto milanés bastante rico con pescado encima y un tuétano que le faltaba sal, también unas cachetadas de rib-eye que tenían buen sabor, pero predominaba el queso a la carne, y quizás porque la mesa estaba afuera y había frío, el platillo se enfrió rápido y tuvimos que pedir que recalienten.

El personal muy atento y amable en todo momento. La mixología muy rica, recomendaría el lugar para ir por unos tragos a disfrutar la vista y el buen ambiente."
Restaurante Emplumado,"El lugar muy bonito, las tostadas de atún deliciosas igual que la ensalada de betabel. Pedimos el plato con de todos los postres, el cheesecake súper rico, el helado de carajillo igual increíble, sólo la tarta estaba demasiado dulce.
La mesera era muy amable pero dispersa, teníamos que hablarle varias veces para que nos hiciera caso. Nos faltaron platos y cubiertos. Un plato para el postre nos lo mandaron sucio. Un vaso olía a huevo y los vasos con agua sabían horrible, como a sarro o sal. Me imagino eran los hielos.
Pienso que para los precios da mucho a qué desear. Si mejoraran el servicio sin duda regresaría, pero por lo pronto no."
Restaurante Emplumado,"Un lugar muy agradable, con decoración muy interesante, ecléctica y un servicio excelente. En nuestra visita nos atendió Luis Fernando y fue un excelente anfitrión. De los platillos de entrada, muy deliciosos y los platos fuertes igual. Todo excelente."
Restaurante Emplumado,"Excelente ubicación y buena atmósfera para ir a comer. El diseño de interior es lindísimo y se ve que todo ha sido seleccionado cuidadosamente, desde los acabados y mobiliario, hasta los platos y cubiertos.
El servicio es de 10, todo el personal es muy amable y te hacen sentir bienvenido.
Comimos dentro del restaurante porque era un día de mucho calor y ordenamos todo lo del menú “callejero”. El brioche de castacán con queso fue la estrella del día, los demás platillos estuvieron bien pero nada extraordinarios.
Seguramente volveré para disfrutar de la terraza y probar más de su menú."
Restaurante Emplumado,"Ubicado frente al Monumento a la Patria, Emplumado tiene la mejor ubicación en el corazón de Mérida. Desde que entras al lugar todo mundo te hace sentir bienvenido en especial Erick Sanchez quien fue nuestro mesero y estuvo atento a todas nuestras necesidades y expectativas. El ambiente y la decoración te invitan a relajarte y a disfrutar de un  momento agradable con familia o amigos o a disfrutar de una cena súper romántica con tu pareja. La presentación de las bebidas y los alimentos son una explosión de color y sabor. La fusión de los sabores y texturas en todos sus platillos lo hacen único y diferente. No puedes perderte las Tostadas de Atún o las Esferas Negras. Los cócteles de Gin son una delicia para refrescarte del clima de Mérdia y si buscas algo sin alcohol el Ginger Punch te encantará."
Casa Gaona,"La comida deliciosa, las bebidas de lujo y el echo de que puedas estar en el restaurante tranquilo o en la terraza echando fiesta está espectacular, igual cuentan con un privado"
Casa Gaona,"El lugar está súper agradable y la terraza es buen punto para estar disfrutando de una velada super al ritmo de la música de un DJ en vivo a buen volúmen como para disfrutar de la plática y la música.
El servicio es por de más excelente, los calidad y cantidad de los alimentos es de excelencia y con unas salsas que van desde la que no pica nada hasta la que te hace llorar con un sazón que te invita a no dejar de bañar tus tacos.
Te sirven unas entradas de la casa que debes de medirte para poder tener espacio para la comida, los tacos de barbacoa de Picanha por de más suculentos y bien servidos en tortilla hecha a mano de masa azul uff y no te olvides pedir un flan super cremoso para cerrar con broche de Oro.
Los precios muy buenos en comparación con calidad y cantidad."
Casa Gaona,"Es una buena opción para comerse unos taquitos. Fui hace un par de semanas y la atención del personal fue excelente, te hacen sentir como en casa. La calidad de los alimentos y bebidas es buena, pero nada extraordinario. Los precios son elevados tal vez por estar en zona turística. Es un lugar pequeño pero muy bien decorado."
Casa Gaona,"La atención en el local fue excelente, son muy amables y la comida de alta calidad.  Los tacos con arrachera super recomendados!"
Casa Gaona,Excelente atención y e excelente los alimentos preparados súper recomendable
Leo Restaurante Norte,"Magnífico servicio, proporción de los alimentos y sabor de alta calidad. Precios un poco elevados pero no son exorbitantes. La atención del mesero y rapidez, así como la música fue lo mejor. Opino que deberían invertir en mejorar los interiores del lugar a algo más moderno."
Leo Restaurante Norte,"La comida rica y con buenas porciones. Tanto la hamburguesa como la orden de tacos nos llenaron demasiado.
Solo considero que deberían incluir nuevas y/o mejores salsas. Yo no como picante, así que solo pude probar una de las dos salsas, y no sentí que aportara un sabor significativo.
No estoy seguro de que sea bueno mencionarlo, pero cuando recién levanté mi hamburguesa, me topé con un cabello debajo de ella:( por lo que pienso que era prácticamente imposible que pudiera “ser mío”. No dije nada, pero pues sí deberían tener muchísimo cuidado con eso."
Leo Restaurante Norte,"Pedimos una parrillada trio para dividir en familia, estuvo bastante bien la variedad de carnes ofrecida y el precio. El servicio bien. A mi gusto, un poco insípido el frijol charro pero cuando lo aderezas o lo preparas mejora un poco. En general bien."
Leo Restaurante Norte,"La comida siempre ha sido éxito de la firma. Ninguna queja.

El problema está en el servicio: la televisión y el celular evitan que el personal atienda a los clientes.

El ambiente puede ser apenas más confortable que al aire libre, por el aire acondicionado que es débil.

No es agradable lo que ponen en la televisión (lucha libre, películas estresantes) y menos agradable es su sonido distorsionado. Es realmente incómodo.

Es amplio, pero luce desorganizado; da la impresión de que conviene más para llevar. Puede ser cordiales, pero pareciera no importar que el cliente sea bien recibido y atendido."
Leo Restaurante Norte,"Al servicio le doy 0 , comida le doy 1 y ambiente 1 , silencio sepulcral , desde la cajera hasta los mesoneros te ven como si quisieran que t3 fueras apenas entras , ojo éramos el único grupo y domingo a las 8 pm , cuando sentía que no podía soportar que me miraran más decidí irme con mi familia y pedir para llevar , al no dejar servicio el mesonero sin preguntar puso para pagar con los puntos de mi tarjeta algo que no autorice, increíble que esté tipo de negocio existan , para que ? Si no hacen que el cliente vuelva a consumir , mediocridad y vulgaridad"
La Estación mariscos & snack bar,"Buen ambiente, está al aire libre me gusta que vende mariscos y alcohol, es un restaurante bar familiar y también tiene rampa para personas con sillas de ruedas"
La Estación mariscos & snack bar,"Deliciosos platillos, en lo personal los aguachiles y camarones al coco son deliciosos. Recomendado👌"
La Estación mariscos & snack bar,"Ha sido un desafío encontrar buena comida, buenas porciones y precios decentes aquí en Mérida... La Estación es mi nuevo lugar favorito... ¡tienes que probar el Aguachile!"
La Estación mariscos & snack bar,
Taqueria Mixe Campestre,"Si pastor quiere probar , mixes debes visitar!
Pedimos un huarache de pastor , unos taquitos  y una torta cubana , tenía mucho tiempo buscando carne al pastor así de rica !!! Nos encantó . Aceptan pagos con tarjeta y en efectivo."
Taqueria Mixe Campestre,"Es un poco caluroso, tienen ventiladores. Los taquitos al pastor con queso super delicioso. Es muy económico por lo que podes comer hasta llenarte sin pensar en lo que cuesta."
Taqueria Mixe Campestre,"Los meseros no saben ni lo que están atendiendo, 20 minutos para que nos den la carta (solo eramos 2 mesas en el local), otros 20 minutos que nos traigan la orden y no trajeron mi comida porque el mesero se le olvido pedirla porque anotada si estaba y ademas no me dieron cubiertos ni nada, nos trajeron algunas bebidas calientes. Al momento de pagar de igual una eternidad para recibir la cuenta y detesto que asuman que es propina y no traigan CAMBIO, después de esperar 10 minutos el cambio tube que pedirle al mesero dicho cambio y ni siquiera se acordaba de cuanto había dado"
Taqueria Mixe Campestre,"Una buena taquería sin duda. Los precios son bastante accesibles, la variedad es buena, el sabor de la comida también es muy bueno. La atención fue rápida, amable y sin duda muy cordial, cabe mencionar que cuando fui solamente había 3 mesas ocupadas. Aceptan pago con tarjeta y tienen un horario bastante amplio de atención. Todo se ve también bastante limpio en el área de cocina."
Taqueria Mixe Campestre,"Mala atención, el que atiende parece estar pensando en otras cosas, le pedí que me diera crema en específico con mi comida y que las demás salsas que suelen dar no eran necesarias, cuando me dan mi pedido veo que no trae la crema que les pedí, le comento la muchacha y me dice que si quiero que se cobra aparte porque ya me había puesto las otras salsas, terminé pagando extra... Y lo peor es que no es la primera vez que me ocurre justo esta misma situación... Es molesto."
La Rueda,"Excelente lugar psra celebrar acontecimientos muy importantes. El area al aire libre es muy bella y el servicio de los meseros que nos atendieron fue muy preciso y ameno. La comida, ni qué decir. De los mejores sitios para comer  carne.  Me gustaria que pudieran hacerse las reservas con antelación  para tener lugares asegurados. Me recomendación  es llegar antes de las 8pm ya qu después no habrán lugares disponibles si se trata de un grupo grande.  Agradecido de poder visitar una vez más este bonito lugar con buena comida y la mejor compañía. La proxima vez, me gustsria probar en el exterior con el horno de piedra y sus pizzas hechas al momento"
La Rueda,"Comida deliciosa, la arrachera lo más deli que hay, su aguacate, papitas cambray, siempre mi lugar favorito para almorzar, demoran bastante en pasarte, en el almuerzo se tendría que ir a la 1pm porque se llena demasiado"
La Rueda,"Me encanta ir a la rueda
Ya sea comida de negocios o con la familia, la pasamos bien y disfrutas cada alimento.

Únicamente si he notado distinción por parte de los meseros cuando voy por cuestión de negocios ( pedimos bebidas alcoholicas, entradas, diversos cortes y postres, en resumen una cuenta alta) a cuando voy con mi familia que comen poco y no pedimos bebidas alcoholicas, el servicio no es el mismo cuando la cuenta es baja. Deben corregir eso."
La Rueda,"El mejor lugar para comer cortes en la ciudad. Los fines de semana no hay reservas y en ocasiones hay que esperar bastante rato pero vale mucho la pena. El menú en las noches es diferente, recomiendo la pizza de lomo."
La Rueda,"Un buen lugar para comer carne y empanadas Argentina, una delicia que vale todo. Te sugiero evitar el horario de las 3PM porque se llena o reservar. La atención es buena y el ambiente está agradable."
La Tradición,"De los mejores restaurantes de comida yucatecos en merida .
Recomiendo la sopa de lima y los panuchos de lechón
El lugar está muy bien y hay bastante estacionamiento.
El servicio es medio lento pero todos muy amables"
La Tradición,La comida es deliciosa y las porciones muy generosas. El servicio es rápido y los meseros son muy amables.
La Tradición,La comida estuvo deliciosa. Yo pedí un Poc Chuc y fue de los mejores que he probado en Mérida.
La Tradición,"Puchero 10, sopa de lima 5 (muy grasosa), panuchos de cochinita 8, salbutes 9, empanadas 9, kibis 9, el servicio muy malo, no estaban llenos pero si muy lentos. Habia que pedir dos o tres veces algo para que lo lleven a la mesa, actitud de meseros un tanto grosera...
Algunos platillos en mi opinión muy caros..."
La Tradición,"Los alimentos simplemente perfectos. El servicio muy bueno, aunque para haber solo dos mesas ocupadas, un poco tardado.  Si es muy recomendable."
Restaurante pancho,La botana es una basura. Lo mismo sirven en cada ronda.
Restaurante pancho,"Excelente servicio, botanas y precios accesibles"
Restaurante pancho,Ya no hay micheladas de sabores ni ceviche de botana
Restaurante pancho,"Amplio surtido de opciones, ya venden gran parte de las verduras picadas para solamente añadirlas a el chicharrón, tienen frijoles, hígado de cerdo, gorditas, morcilla, chicharrón especial y surtido, lo único complicado suele ser estacionarse ya que se encuentra en una avenida muy concurrida."
Restaurante pancho,"La chicharra es aceptable, hasta ahí, nada espectacular. Pero el trato del chicharronero de la sucursal se calvary (creo es el dueño) es nefasta, su secre no se queda atrás. Casi tienes que suplicar y agradecer al mismo tiempo cuanto te atiende."
Restaurante Casa Kì by El Panuchito,"Comida tradicional rica, no falla, cuando tengo antojo de empanadas de queso de bola es mi primera opción. Mi único pero sería que es un poco lento el servicio. Todo lo demás excelente 👌"
Restaurante Casa Kì by El Panuchito,"La comida es muy rica, pero no fue de mi agrado que sin preguntar ni decir nada nos dieran un pan que al final nos cobraron, la molestia es el no informar sobre el costo y solo asentarlo en la mesa, igual mi error por no preguntar, pero creo deberían informar sobre esto y no solo ""ensartarlo"" a la cuenta"
Restaurante Casa Kì by El Panuchito,"Desde que llegas nadie te invita a pasar ni te llevan a tu mesa, te sientes como si estuvieras irrumpiendo en el lugar. Hace tiempo había muy buena atención y cada vez empeora más. La comida es no es económica aquí entonces lo mínimo es un buen servicio."
Restaurante Casa Kì by El Panuchito,"Rica opcion para comer los tradicionales panuchos y salbutes.
Riquísimas empanaditas y un aceptable caldo de pavo.
La atención de su personal es muy amable, algo que se extraña en otros lugares .
Abren a las 6pm"
Restaurante Casa Kì by El Panuchito,"La comida y las instalaciones están excelente, la actitud de la mesera muy deplorable, poco cortés y grosera, atendiendo con malos gestos y entregando los platillos de mala manera.
Lástima ya qué previamente, había calificado este lugar con 5 estrellas y tenía un servicio al cliente perfecto."
Los Benes Temozón Norte,"Me gustó el lugar, el servicio es muy bueno, el restaurante está super limpio y ordenado.

En cuanto a la comida está rica pero nada fuera de lo normal. Si quieres salsa te ponen una botella de habanero. Su menú es amplio.

El café me gustó mucho, tiene buen sabor.

Estacionamiento super bien, hay suficiente lugar."
Los Benes Temozón Norte,"Muy rico todo, yo ordené unos chilaquiles con huevo estrellado y una limonada, los hot cakes estaban muy buenos y esponjositos, los benes se veían súper. El pan de elote sabía excelente, súuuper suavecito. El personal muy amable, muy limpio y lindo el restaurante. Volvería a venir."
Los Benes Temozón Norte,"El servicio es muy bueno y rápido, el sitio está limpio y bonito. Creo que podrían mejorar la cantidad de proteína que los benedictinos tienen, pues le ponen muy poca. La panadería es buenísima, tanto los croissants y los roles de canela son estupendos.

Este es un buen sitio para desayunos estilo cafetería.

4/5."
Los Benes Temozón Norte,Es un lugar para desayunar . Está lindo la comida está rica y si te levantas tarde están hasta la 1:15. Me gusto y lo recomiendo ❤️🫶
Los Benes Temozón Norte,"Los mejores huevos benedictinos que he probado.
Los jugos son muy buenos.
Pide un pan dulce con café!"
"Cocina "" El Buen Comer """,Muy rica la comida y desayunos con precios accesibles
"Cocina "" El Buen Comer ""","Un lugar para desayunar económico, limpio y con buena atención!"
"Cocina "" El Buen Comer ""","Un lugar local, comida casera de muy buena calidad, el precio un poco alto pero de ahí todo bien."
"Cocina "" El Buen Comer ""","La comida rica, a buen precio, el pero es que no tienen servicio de sanitario. El lugar sencillo pero lindo y se siente uno relajado. Te atienden bien."
"Cocina "" El Buen Comer ""","Super bien, muy buenos precios y platillos muy variados, un excelente lugar para comer y muy rico"
Restaurant,Lo peor en mariscos el chicharrón de pulpo 🐙 era chicle nada crujiente. El pescado al mojó de ajo sin sabor. No los recomiendo para nada mis expectativas eran muy grandes.
Restaurant,"Excelentes margaritas, el ceviche de camarones Tigre tres leches es nuestro favorito junto con los tacos Jaibas al pil pil, ¡delicioso! Además, los camarones al coco son súper, crujientes, dulces y enormes."
Restaurant bar laroye,Lugar para cantar con los amigos 😹 muy limpio el servicio bueno
Restaurant bar laroye,"Un buen lugar para tomar 2 frías, con excelente servicio y ambiente. Lo recomiendo 👌"
Restaurant bar laroye,Excelente atención me gustó mucho la comida y compañía 😋
Restaurant bar laroye,Buena botana buenas bebidas y ambiente
Restaurant bar laroye,"El servicio es bueno, pero la botana es poca le falta más variación, y los cubos cuestan 190 un poco elevado el precio por lo que ofrecen a comparación de otros lugares, fuera de eso todo bien"
Restaurant Cinthya Suc. Mérida,"Es un lugar excelente para comer, la especialidad son los pescados y mariscos, guisados como en Champotón Campeche, pero también pueden comer buena carne."
Restaurant Cinthya Suc. Mérida,Demasiado caro para la comida que sirven.
Restaurant Cinthya Suc. Mérida,Sabor excelente y atentos
Restaurant Cinthya Suc. Mérida,
Restaurant Cinthya Suc. Mérida,
Restaurante Emplumado,"El lugar es muy lindo, tiene una vista privilegiada al monumento a la bandera, además el ambiente del restaurante es agradable, incluso nos tocó música de un dj. La comida es rica, sin embargo, no está al nivel de los precios que cobran. Pedimos de entrada unas esferas negras, rellenas de quesos y empanizadas con recado negro y estaban bastante llenadoras, pero el sabor no me conquistó, de plato fuerte pedimos un risotto milanés bastante rico con pescado encima y un tuétano que le faltaba sal, también unas cachetadas de rib-eye que tenían buen sabor, pero predominaba el queso a la carne, y quizás porque la mesa estaba afuera y había frío, el platillo se enfrió rápido y tuvimos que pedir que recalienten.

El personal muy atento y amable en todo momento. La mixología muy rica, recomendaría el lugar para ir por unos tragos a disfrutar la vista y el buen ambiente."
Restaurante Emplumado,"El lugar muy bonito, las tostadas de atún deliciosas igual que la ensalada de betabel. Pedimos el plato con de todos los postres, el cheesecake súper rico, el helado de carajillo igual increíble, sólo la tarta estaba demasiado dulce.
La mesera era muy amable pero dispersa, teníamos que hablarle varias veces para que nos hiciera caso. Nos faltaron platos y cubiertos. Un plato para el postre nos lo mandaron sucio. Un vaso olía a huevo y los vasos con agua sabían horrible, como a sarro o sal. Me imagino eran los hielos.
Pienso que para los precios da mucho a qué desear. Si mejoraran el servicio sin duda regresaría, pero por lo pronto no."
Restaurante Emplumado,"Un lugar muy agradable, con decoración muy interesante, ecléctica y un servicio excelente. En nuestra visita nos atendió Luis Fernando y fue un excelente anfitrión. De los platillos de entrada, muy deliciosos y los platos fuertes igual. Todo excelente."
Restaurante Emplumado,"Excelente ubicación y buena atmósfera para ir a comer. El diseño de interior es lindísimo y se ve que todo ha sido seleccionado cuidadosamente, desde los acabados y mobiliario, hasta los platos y cubiertos.
El servicio es de 10, todo el personal es muy amable y te hacen sentir bienvenido.
Comimos dentro del restaurante porque era un día de mucho calor y ordenamos todo lo del menú “callejero”. El brioche de castacán con queso fue la estrella del día, los demás platillos estuvieron bien pero nada extraordinarios.
Seguramente volveré para disfrutar de la terraza y probar más de su menú."
Restaurante Emplumado,"Ubicado frente al Monumento a la Patria, Emplumado tiene la mejor ubicación en el corazón de Mérida. Desde que entras al lugar todo mundo te hace sentir bienvenido en especial Erick Sanchez quien fue nuestro mesero y estuvo atento a todas nuestras necesidades y expectativas. El ambiente y la decoración te invitan a relajarte y a disfrutar de un  momento agradable con familia o amigos o a disfrutar de una cena súper romántica con tu pareja. La presentación de las bebidas y los alimentos son una explosión de color y sabor. La fusión de los sabores y texturas en todos sus platillos lo hacen único y diferente. No puedes perderte las Tostadas de Atún o las Esferas Negras. Los cócteles de Gin son una delicia para refrescarte del clima de Mérdia y si buscas algo sin alcohol el Ginger Punch te encantará."
Restaurante Las Jirafas,"Muy rico, económico y excelente servicio. La ubicación esta increíble, cerquisima de las avenidas principales y sobre paseo Montejo.
Recomiendo muchísimo los taquitos. Las porciones son muy buenas. Si pides los mega nachos, estos son para compartir con una o dos personas mas, depende que tanto consuma cada quién."
Restaurante Las Jirafas,"Hay un pero…
De la comida no tengo quejas, es muy rica.
La atención y limpieza…terrible.
Al momento de llegar al lugar nos acercamos a 1 mesero para saber cómo poder conseguir mesa y nos dijo que era “gana lugar”, nunca se acercó nadie a preguntar cuántas personas éramos o mínimo decir que nos atenderían a la brevedad.
Las mesas las arman de acuerdo a la cantidad de personas que lleguen juntas (lo cual está bien), pero si desarman alguna mesa y hay sillas que sobran, las dejan a medio camino…ocasionando accidentes.
Mi acompañante terminó con la espalda llena de cerveza porque el mesero se tropezó (los accidentes siempre pasan, pero se puede minimizar la probabilidad si tienes control del lugar, lo cual no existe ahí)
Nuestra mesa Ninfa la limpiaron, ni cuando dejaron de usarla ni antes de que nos sentáramos.

En resumen: comida de 1000%, experiencia en el lugar 0 😵‍💫"
Restaurante Las Jirafas,"Los tacos tienen buen sabor. Se descarta la carne al pastor. Ponen diferentes tipos de salsas a la masa para diferentes gustos.
Hay buen ambiente en el restaurante con música y videos, pasas un buen rato.
La atención en el restaurante es muy amable
El servicio es rápido,  dan buenas recomendaciones si estás indeciso en que pedir."
Restaurante Las Jirafas,"Muy buen lugar para comer tacos y pozole 😋 y a un buen precio, no tiene estacionamiento."
Restaurante Las Jirafas,"Llegué al restaurante por recomendaciones de tacos los cuales admito estaban ricos, mi compañero pidió tacos de alambre los cuales recomiendo efusivamente.
Por otro lado el servicio no fue tan bueno una vez se me acabaron los complementos como salsas, cilantro y cebolla... Olvidaron darme más cuando lo pedí.
El dato que me parece importante mencionar fue que encontré cucarachas muertas en el baño."
Taqueria Mixe Campestre,"Si pastor quiere probar , mixes debes visitar!
Pedimos un huarache de pastor , unos taquitos  y una torta cubana , tenía mucho tiempo buscando carne al pastor así de rica !!! Nos encantó . Aceptan pagos con tarjeta y en efectivo."
Taqueria Mixe Campestre,"Es un poco caluroso, tienen ventiladores. Los taquitos al pastor con queso super delicioso. Es muy económico por lo que podes comer hasta llenarte sin pensar en lo que cuesta."
Taqueria Mixe Campestre,"Los meseros no saben ni lo que están atendiendo, 20 minutos para que nos den la carta (solo eramos 2 mesas en el local), otros 20 minutos que nos traigan la orden y no trajeron mi comida porque el mesero se le olvido pedirla porque anotada si estaba y ademas no me dieron cubiertos ni nada, nos trajeron algunas bebidas calientes. Al momento de pagar de igual una eternidad para recibir la cuenta y detesto que asuman que es propina y no traigan CAMBIO, después de esperar 10 minutos el cambio tube que pedirle al mesero dicho cambio y ni siquiera se acordaba de cuanto había dado"
Taqueria Mixe Campestre,"Una buena taquería sin duda. Los precios son bastante accesibles, la variedad es buena, el sabor de la comida también es muy bueno. La atención fue rápida, amable y sin duda muy cordial, cabe mencionar que cuando fui solamente había 3 mesas ocupadas. Aceptan pago con tarjeta y tienen un horario bastante amplio de atención. Todo se ve también bastante limpio en el área de cocina."
